SURVEY:   LSST
SNID:             8508  # integer or string assigned by survey team (required)
ZP_FLUXCAL:  27.50  # mag = ZP_FLUXCAL - 2.5*log10(FLUXCAL) 
SNTYPE:   1    # integer type; e.g. spec or phot classification
RA:       149.414062  # deg (avg among obs)
DEC:      3.658075  # deg (avg among obs)
FILTERS:  ugrizY
PIXSIZE:  0.2000  # arcsec 
FAKE:     2  # simulated with snlc_sim.exe 
MWEBV:    0.0261 +- 0.0000  # MW E(B-V) 
MWXT_MAG:  0.122 0.096 0.067 0.049 0.039 0.032  # MW mag-XT per band
PEAKMJD:  61067.258     # estimate for LC fit codes
MJD_TRIGGER:       61062.148  
MJD_DETECT_FIRST:  61059.289  
MJD_DETECT_LAST:   61098.277  

REDSHIFT_HELIO:   0.008519 +- 0.001000  # Helio 
REDSHIFT_FINAL:   0.009680 +- 0.001000  # CMB (no VPEC corr) 
MASK_REDSHIFT_SOURCE:   2 # grep MASK_REDSHIFT_SOURCE sndata.h  
VPEC:                 0.00 +- 0.00      # v_pec correction
LENSDMU:             0.000 +- 0.000      # DMU from lensing

HOSTGAL_NMATCH:      0  
HOSTGAL_NMATCH2:     0  

# SIM-truth values
SIM_MODEL_NAME:      BAYESN.T21  
SIM_MODEL_INDEX:     13  # grep MODEL_ sntools.h | grep def
SIM_GENTYPE:         1  # true GENTYPE 
SIM_TYPE_NAME:       BAYESN.T21 
SIM_TEMPLATE_INDEX:  0   # template index for SIMSED,NONIa
SIM_LIBID:           751431    # LIBID index in SIMLIB file
SIM_NGEN_LIBID:      1  
SIMLIB_MSKOPT:       0  
SIM_NOBS_UNDEFINED:  0  
SIM_REDSHIFT_HELIO:  0.00884 
SIM_REDSHIFT_CMB:    0.01000  
SIM_REDSHIFT_HOST:       0.00884    # z of true host
SIM_REDSHIFT_HOST_MATCH: 0.00000    # z of DDLR-matched host
SIM_REDSHIFT_FLAG:   1  # SNSPEC
SIM_VPEC:            0.0   # km/sec) 
SIM_HOSTLIB_GALID:   -9 
SIM_HOSTLIB_NPAR:    0 
SIM_DLMU:            33.1726   # mag   [ -5*log10(10pc/dL) ]
SIM_LENSDMU:         0.0000   # mag 
SIM_MUSHIFT:         0.0000   # user-defined shift 
SIM_RA:              149.414062     # deg  
SIM_DEC:             3.658075      # deg  
SIM_MWRV:            3.100    # MilkyWay RV 
SIM_MWEBV:           0.0261   # MilkyWay E(B-V) 
SIMOPT_MWCOLORLAW:   99   # MW color-law option 
SIMOPT_MWEBV:        3   # MWEBV option 
SIM_WGT_POPULATION:  1.00000  # stretch x color * AV
SIM_AVTAU:         0.000     # dN/dAV = exp(-AV/AVTAU) 
SIM_AV:            0.008     # host extinction at 5510 A
SIM_RV:            2.610     # CCM89 extinction param 
SIM_MAGSMEAR_COH:    0.000     # coh model scatter 
SIM_PEAKMJD:         61067.422    #  true PEAKMJD, days 
SIM_MJD_EXPLODE:     -9.000    #  true MJD for explosion 
SIM_THETA:        0.501    # BayeSN lumi-par
SIM_SEARCHEFF_MASK:  3  # bits 1,2=> found by software,spec 
SIM_SEARCHEFF_SPEC:  1.0000  # spectro-search efficiency 
SIM_TRESTMIN:        -8.06  # days 
SIM_TRESTMAX:        37.43  # days 
SIM_RISETIME_SHIFT:  0.0   # days 
SIM_FALLTIME_SHIFT:  0.0   # days 

# ugrizY filter-dependent quantities vs. 
SIM_GALFRAC:  -9.000 -9.000 -9.000 -9.000 -9.000 -9.000  # F_gal/F_SNpeak for PSF=1''
SIM_PEAKMAG:  -9.000 14.074 14.223 14.835 -9.000 -9.000  # 
SIM_EXPOSURE:     1.0    1.0    1.0    1.0    1.0    1.0  # 


# ============================================ 
# TEXT LIGHT CURVE OUTPUT: 
#
NOBS: 43 
NVAR: 11 
VARLIST: MJD BAND FIELD FLUXCAL FLUXCALERR PHOTFLAG GAIN ZPT PSF SKY_SIG SIM_MAGOBS 
OBS: 61059.2910 LSST-g DDF  1.30808e+05  1.6940e+01 4096  1.000 34.150  2.14 5.402e+01  14.7089 
OBS: 61059.2987 LSST-i DDF  1.09360e+05  1.1023e+01 4096  1.000 34.900  1.89 1.721e+02  14.9026 
OBS: 61059.3084 LSST-r DDF  1.26909e+05  1.1347e+01 4096  1.000 34.990  1.88 1.219e+02  14.7367 
TRIGGER:  trigger logic satisfied at MJD_TRIGGER=61062.1484
OBS: 61062.1488 LSST-g DDF  1.90972e+05  2.2441e+01 6144  1.000 33.950  2.31 5.258e+01  14.2893 
OBS: 61062.1565 LSST-i DDF  1.30063e+05  1.2442e+01 4096  1.000 34.830  2.11 1.879e+02  14.7162 
OBS: 61062.1662 LSST-r DDF  1.68801e+05  1.3588e+01 4096  1.000 34.910  2.28 1.264e+02  14.4313 
OBS: 61063.2752 LSST-g DDF  2.12020e+05  2.1452e+01 4096  1.000 34.160  1.86 5.432e+01  14.1877 
OBS: 61063.2828 LSST-i DDF  1.31039e+05  1.1978e+01 4096  1.000 34.910  1.59 1.725e+02  14.7062 
OBS: 61063.2925 LSST-r DDF  1.81118e+05  1.3474e+01 4096  1.000 35.000  1.53 1.224e+02  14.3532 
OBS: 61065.2692 LSST-g DDF  2.28389e+05  2.1161e+01 4096  1.000 34.270  1.63 5.722e+01  14.1018 
OBS: 61065.2722 LSST-i DDF  1.26887e+05  1.1852e+01 4096  1.000 34.900  1.73 1.724e+02  14.7472 
OBS: 61065.2847 LSST-r DDF  1.97744e+05  1.3828e+01 4096  1.000 35.040  1.86 1.252e+02  14.2632 
OBS: 61066.2071 LSST-r DDF  2.01525e+05  6.4722e+01 4096  1.000 31.710  2.03 2.773e+01  14.2408 
OBS: 61067.2578 LSST-g DDF  2.32650e+05  2.1566e+01 4096  1.000 34.250  2.33 5.680e+01  14.0744 
OBS: 61067.2722 LSST-i DDF  1.17572e+05  1.1438e+01 4096  1.000 34.900  2.07 1.721e+02  14.8295 
OBS: 61067.2787 LSST-r DDF  2.05222e+05  1.4101e+01 4096  1.000 35.040  2.39 1.248e+02  14.2251 
OBS: 61077.0774 LSST-g DDF  1.51258e+05  2.1783e+01 4096  1.000 33.780  4.62 6.019e+01  14.5457 
OBS: 61077.0890 LSST-i DDF  7.72823e+04  1.0184e+01 4096  1.000 34.830  3.45 2.552e+02  15.2812 
OBS: 61077.0947 LSST-r DDF  1.51589e+05  1.3239e+01 4096  1.000 34.890  3.33 2.099e+02  14.5469 
OBS: 61078.0961 LSST-g DDF  1.39909e+05  1.9251e+01 4096  1.000 33.950  2.71 6.408e+01  14.6404 
OBS: 61078.1037 LSST-i DDF  7.24575e+04  9.5641e+00 4096  1.000 34.820  2.66 2.191e+02  15.3472 
OBS: 61078.1134 LSST-r DDF  1.42151e+05  1.2386e+01 4096  1.000 34.940  2.69 1.772e+02  14.6140 
OBS: 61079.1184 LSST-g DDF  1.25817e+05  1.7255e+01 4096  1.000 34.070  2.17 6.610e+01  14.7406 
OBS: 61079.1288 LSST-i DDF  6.86793e+04  8.7525e+00 4096  1.000 34.920  2.06 2.081e+02  15.4045 
OBS: 61079.1357 LSST-r DDF  1.34135e+05  1.1739e+01 4096  1.000 34.980  1.90 1.580e+02  14.6838 
OBS: 61080.1415 LSST-g DDF  1.16676e+05  1.5660e+01 4096  1.000 34.200  2.69 6.077e+01  14.8376 
OBS: 61080.1452 LSST-i DDF  6.65700e+04  8.8232e+00 4096  1.000 34.880  2.49 1.898e+02  15.4353 
OBS: 61080.1573 LSST-r DDF  1.24890e+05  1.0981e+01 4096  1.000 35.050  2.29 1.479e+02  14.7568 
OBS: 61081.1604 LSST-g DDF  1.06224e+05  1.5483e+01 4096  1.000 34.120  2.06 5.521e+01  14.9316 
