SURVEY:   LSST
SNID:             1910  # integer or string assigned by survey team (required)
ZP_FLUXCAL:  27.50  # mag = ZP_FLUXCAL - 2.5*log10(FLUXCAL) 
SNTYPE:   1    # integer type; e.g. spec or phot classification
RA:       149.853516  # deg (avg among obs)
DEC:      0.596842  # deg (avg among obs)
FILTERS:  ugrizY
PIXSIZE:  0.2000  # arcsec 
FAKE:     2  # simulated with snlc_sim.exe 
MWEBV:    0.0213 +- 0.0000  # MW E(B-V) 
MWXT_MAG:  0.100 0.078 0.054 0.040 0.032 0.026  # MW mag-XT per band
PEAKMJD:  61033.195     # estimate for LC fit codes
MJD_TRIGGER:       61029.234  
MJD_DETECT_FIRST:  61028.215  
MJD_DETECT_LAST:   61070.117  

REDSHIFT_HELIO:   0.010149 +- 0.001000  # Helio 
REDSHIFT_FINAL:   0.011325 +- 0.001000  # CMB (no VPEC corr) 
MASK_REDSHIFT_SOURCE:   2 # grep MASK_REDSHIFT_SOURCE sndata.h  
VPEC:                 0.00 +- 0.00      # v_pec correction
LENSDMU:             0.000 +- 0.000      # DMU from lensing

HOSTGAL_NMATCH:      0  
HOSTGAL_NMATCH2:     0  

# SIM-truth values
SIM_MODEL_NAME:      BAYESN.T21  
SIM_MODEL_INDEX:     13  # grep MODEL_ sntools.h | grep def
SIM_GENTYPE:         1  # true GENTYPE 
SIM_TYPE_NAME:       BAYESN.T21 
SIM_TEMPLATE_INDEX:  0   # template index for SIMSED,NONIa
SIM_LIBID:           383530    # LIBID index in SIMLIB file
SIM_NGEN_LIBID:      1  
SIMLIB_MSKOPT:       0  
SIM_NOBS_UNDEFINED:  0  
SIM_REDSHIFT_HELIO:  0.00883 
SIM_REDSHIFT_CMB:    0.01000  
SIM_REDSHIFT_HOST:       0.00883    # z of true host
SIM_REDSHIFT_HOST_MATCH: 0.00000    # z of DDLR-matched host
SIM_REDSHIFT_FLAG:   1  # SNSPEC
SIM_VPEC:            -0.0   # km/sec) 
SIM_HOSTLIB_GALID:   -9 
SIM_HOSTLIB_NPAR:    0 
SIM_DLMU:            33.1726   # mag   [ -5*log10(10pc/dL) ]
SIM_LENSDMU:         0.0000   # mag 
SIM_MUSHIFT:         0.0000   # user-defined shift 
SIM_RA:              149.853516     # deg  
SIM_DEC:             0.596842      # deg  
SIM_MWRV:            3.100    # MilkyWay RV 
SIM_MWEBV:           0.0213   # MilkyWay E(B-V) 
SIMOPT_MWCOLORLAW:   99   # MW color-law option 
SIMOPT_MWEBV:        3   # MWEBV option 
SIM_WGT_POPULATION:  1.00000  # stretch x color * AV
SIM_AVTAU:         0.000     # dN/dAV = exp(-AV/AVTAU) 
SIM_AV:            0.084     # host extinction at 5510 A
SIM_RV:            2.610     # CCM89 extinction param 
SIM_MAGSMEAR_COH:    0.000     # coh model scatter 
SIM_PEAKMJD:         61035.207    #  true PEAKMJD, days 
SIM_MJD_EXPLODE:     -9.000    #  true MJD for explosion 
SIM_THETA:        -0.273    # BayeSN lumi-par
SIM_SEARCHEFF_MASK:  3  # bits 1,2=> found by software,spec 
SIM_SEARCHEFF_SPEC:  1.0000  # spectro-search efficiency 
SIM_TRESTMIN:        -6.93  # days 
SIM_TRESTMAX:        36.69  # days 
SIM_RISETIME_SHIFT:  0.0   # days 
SIM_FALLTIME_SHIFT:  0.0   # days 

# ugrizY filter-dependent quantities vs. 
SIM_GALFRAC:  -9.000 -9.000 -9.000 -9.000 -9.000 -9.000  # F_gal/F_SNpeak for PSF=1''
SIM_PEAKMAG:  -9.000 13.949 14.052 14.700 -9.000 -9.000  # 
SIM_EXPOSURE:     1.0    1.0    1.0    1.0    1.0    1.0  # 


# ============================================ 
# TEXT LIGHT CURVE OUTPUT: 
#
NOBS: 49 
NVAR: 11 
VARLIST: MJD BAND FIELD FLUXCAL FLUXCALERR PHOTFLAG GAIN ZPT PSF SKY_SIG SIM_MAGOBS 
OBS: 61028.2141 LSST-g DDF  1.76784e+05  2.3482e+01 4096  1.000 33.770  2.87 5.066e+01  14.3863 
OBS: 61028.2217 LSST-i DDF  1.16117e+05  1.2226e+01 4096  1.000 34.760  2.47 1.971e+02  14.8436 
OBS: 61028.2314 LSST-r DDF  1.45170e+05  1.3040e+01 4096  1.000 34.840  2.53 1.297e+02  14.5972 
TRIGGER:  trigger logic satisfied at MJD_TRIGGER=61029.2344
OBS: 61029.2361 LSST-g DDF  2.02440e+05  2.3108e+01 6144  1.000 33.950  2.48 5.344e+01  14.2380 
OBS: 61029.2475 LSST-i DDF  1.26548e+05  1.1943e+01 4096  1.000 34.890  2.12 1.941e+02  14.7408 
OBS: 61029.2534 LSST-r DDF  1.65805e+05  1.3397e+01 4096  1.000 34.920  2.04 1.285e+02  14.4524 
OBS: 61030.2377 LSST-g DDF  2.25027e+05  2.4252e+01 4096  1.000 33.960  2.63 5.338e+01  14.1177 
OBS: 61030.2453 LSST-i DDF  1.35299e+05  1.2703e+01 4096  1.000 34.830  2.27 1.884e+02  14.6730 
OBS: 61030.2550 LSST-r DDF  1.84060e+05  1.4119e+01 4096  1.000 34.920  2.27 1.277e+02  14.3350 
OBS: 61031.2370 LSST-g DDF  2.42222e+05  2.4915e+01 4096  1.000 33.980  2.05 5.381e+01  14.0371 
OBS: 61031.2498 LSST-i DDF  1.39252e+05  1.2466e+01 4096  1.000 34.900  2.16 1.960e+02  14.6380 
OBS: 61031.2585 LSST-r DDF  2.02383e+05  1.4387e+01 4096  1.000 34.980  1.95 1.309e+02  14.2373 
OBS: 61032.1991 LSST-g DDF  2.53300e+05  2.8548e+01 4096  1.000 33.740  4.52 5.014e+01  13.9929 
OBS: 61032.2067 LSST-i DDF  1.41250e+05  1.3748e+01 4096  1.000 34.750  3.78 1.983e+02  14.6274 
OBS: 61032.2223 LSST-r DDF  2.16260e+05  1.5463e+01 4096  1.000 34.900  2.73 1.329e+02  14.1619 
OBS: 61033.1942 LSST-g DDF  2.60558e+05  2.8870e+01 4096  1.000 33.740  2.46 4.968e+01  13.9630 
OBS: 61033.2018 LSST-i DDF  1.40207e+05  1.3514e+01 4096  1.000 34.750  2.78 1.992e+02  14.6348 
OBS: 61033.2115 LSST-r DDF  2.28349e+05  1.6387e+01 4096  1.000 34.830  2.26 1.302e+02  14.1069 
OBS: 61034.3298 LSST-r DDF  2.35536e+05  6.8626e+01 4096  1.000 31.750  1.62 2.762e+01  14.0680 
OBS: 61040.1787 LSST-g DDF  2.20903e+05  2.4542e+01 4096  1.000 33.930  2.23 1.529e+02  14.1425 
OBS: 61040.1863 LSST-i DDF  1.01943e+05  1.1377e+01 4096  1.000 34.780  1.92 2.573e+02  14.9773 
OBS: 61040.1960 LSST-r DDF  2.11049e+05  1.5235e+01 4096  1.000 34.910  1.86 2.347e+02  14.1867 
OBS: 61041.3267 LSST-g DDF  2.04845e+05  2.0986e+01 4096  1.000 34.170  1.57 5.475e+01  14.2186 
OBS: 61042.2004 LSST-i DDF  8.71455e+04  1.0275e+01 4096  1.000 34.900  2.55 3.193e+02  15.1481 
OBS: 61042.2062 LSST-r DDF  1.88324e+05  1.4139e+01 4096  1.000 34.980  2.43 3.243e+02  14.3226 
OBS: 61049.3293 LSST-i DDF  6.06929e+04  3.6244e+01 4096  1.000 31.690  1.45 5.369e+01  15.5420 
OBS: 61051.1811 LSST-g DDF  1.03402e+05  1.6296e+01 4096  1.000 33.980  2.06 5.341e+01  14.9600 
OBS: 61051.1951 LSST-i DDF  6.10910e+04  8.3121e+00 4096  1.000 34.900  1.88 1.986e+02  15.5340 
OBS: 61051.2038 LSST-r DDF  1.12249e+05  1.0590e+01 4096  1.000 35.010  1.86 1.470e+02  14.8796 
OBS: 61052.1966 LSST-g DDF  9.68884e+04  1.5445e+01 4096  1.000 34.030  2.85 5.426e+01  15.0370 
OBS: 61052.2042 LSST-i DDF  6.27315e+04  8.6599e+00 4096  1.000 34.860  2.53 1.867e+02  15.5097 
OBS: 61052.2140 LSST-r DDF  1.09479e+05  1.0788e+01 4096  1.000 34.950  2.66 1.335e+02  14.8996 
OBS: 61056.2576 LSST-g DDF  7.07924e+04  2.7640e+01 4096  1.000 32.420  1.50 2.425e+01  15.3865 
OBS: 61056.2814 LSST-r DDF  1.06565e+05  3.2551e+01 4096  1.000 32.510  1.42 3.845e+01  14.9338 
